node_id,q,h0,h1,h2,h3,h4
501606,0.001,0.0,0.1,0.0,0.0,0.0
501607,0.001,0.0,0.1,0.0,0.0,0.0
501616,0.001,0.0,0.1,0.0,0.0,0.0
501617,0.001,0.0,0.1,0.0,0.0,0.0
501618,0.001,0.0,0.1,0.0,0.0,0.0
501619,0.001,0.0,0.1,0.0,0.0,0.0
501620,0.001,0.0,0.1,0.0,0.0,0.0
501621,0.001,0.0,0.1,0.0,0.0,0.0
501622,0.001,0.0,0.1,0.0,0.0,0.0
501623,0.001,0.0,0.1,0.0,0.0,0.0
501624,0.001,0.0,0.1,0.0,0.0,0.0
501625,0.001,0.0,0.1,0.0,0.0,0.0
